icd9code,long_description,short_description
749.10,Cleft lip - unspecified,Cleft lip NOS
749.11,Cleft lip - unilateral - complete,Unilat cleft lip-compl
749.12,Cleft lip - unilateral - incomplete,Unilat cleft lip-imcompl
749.13,Cleft lip - bilateral - complete,Bilat cleft lip-complete
749.14,Cleft lip - bilateral - incomplete,Bilat cleft lip-incompl
749.20,Cleft palate with cleft lip - unspecified,Cleft palate & lip NOS
749.21,Cleft palate with cleft lip - unilateral - complete,Unil cleft palat/lip-com
749.22,Cleft palate with cleft lip - unilateral - incomplete,Unil cleft palat/lip-inc
749.23,Cleft palate with cleft lip - bilateral - complete,Bilat clft palat/lip-com
749.24,Cleft palate with cleft lip - bilateral - incomplete,Bilat clft palat/lip-inc
749.25,Other combinations of cleft palate with cleft lip,Cleft palate & lip NEC
750.0,Tongue tie,Tongue tie
750.10,Congenital anomaly of tongue - unspecified,Tongue anomaly NOS
750.11,Aglossia,Aglossia
750.12,Congenital adhesions of tongue,Cong adhesions of tongue
750.13,Fissure of tongue,Cong fissure of tongue
750.15,Macroglossia,Cong macroglossia
750.16,Microglossia,Microglossia
750.19,Other congenital anomalies of tongue,Tongue anomaly NEC
750.21,Absence of salivary gland,Salivary gland absence
750.22,Accessory salivary gland,Accessory salivary gland
750.23,Atresia - salivary duct,Cong atresia - saliv duct
750.24,Congenital fistula of salivary gland,Cong salivary fistula
750.25,Congenital fistula of lip,Congenital lip fistula
750.26,Other specified anomalies of mouth,Mouth anomaly NEC
750.27,Diverticulum of pharynx,Diverticulum of pharynx
750.29,Other specified anomalies of pharynx,Pharyngeal anomaly NEC
750.3,Tracheoesophageal fistula - esophageal atresia and stenosis,Cong esoph fistula/atres
750.4,Other specified anomalies of esophagus,Esophageal anomaly NEC
750.5,Congenital hypertrophic pyloric stenosis,Cong pyloric stenosis
750.6,Congenital hiatus hernia,Congenital hiatus hernia
750.7,Other specified anomalies of stomach,Gastric anomaly NEC
750.8,Other specified anomalies of upper alimentary tract,Upper GI anomaly NEC
750.9,Unspecified anomaly of upper alimentary tract,Upper GI anomaly NOS
751.0,Meckel's diverticulum,Meckel's diverticulum
751.1,Atresia and stenosis of small intestine,Atresia small intestine
751.2,Atresia and stenosis of large intestine - rectum - and anal canal,Atresia large intestine
751.3,Hirschsprung's disease and other congenital functional disorders of colon,Hirschsprung's disease
751.4,Anomalies of intestinal fixation,Intestinal fixation anom
751.5,Other anomalies of intestine,Intestinal anomaly NEC
751.60,Unspecified anomaly of gallbladder - bile ducts - and liver,Biliary & liver anom NOS
751.61,Biliary atresia,Biliary atresia
751.62,Congenital cystic disease of liver,Cong cystic liver dis
751.69,Other anomalies of gallbladder - bile ducts - and liver,Biliary & liver anom NEC
751.7,Anomalies of pancreas,Pancreas anomalies
751.8,Other specified anomalies of digestive system,Anom digestive syst NEC
751.9,Unspecified anomaly of digestive system,Anom digestive syst NOS
752.0,Anomalies of ovaries,Anomalies of ovaries
752.10,Unspecified anomaly of fallopian tubes and broad ligaments,Tubal/broad lig anom NOS
752.11,Embryonic cyst of fallopian tubes and broad ligaments,Embryonic cyst of adnexa
752.19,Other anomalies of fallopian tubes and broad ligaments,Tubal/broad lig anom NEC
752.2,Doubling of uterus,Doubling of uterus
752.31,Agenesis of uterus,Agenesis of uterus
752.32,Hypoplasia of uterus,Hypoplasia of uterus
752.33,Unicornuate uterus,Unicornuate uterus
752.34,Bicornuate uterus,Bicornuate uterus
752.35,Septate uterus,Septate uterus
752.36,Arcuate uterus,Arcuate uterus
752.39,Other anomalies of uterus,Anomalies of uterus NEC
752.40,Unspecified anomaly of cervix - vagina - and external female genitalia,Cervix/fem gen anom NOS
752.41,Embryonic cyst of cervix - vagina - and external female genitalia,Embryon cyst fem gen NEC
752.42,Imperforate hymen,Imperforate hymen
752.43,Cervical agenesis,Cervical agenesis
752.44,Cervical duplication,Cervical duplication
752.45,Vaginal agenesis,Vaginal agenesis
752.46,Transverse vaginal septum,Transv vaginal septum
752.47,Longitudinal vaginal septum,Longitud vaginal septum
752.49,Other anomalies of cervix - vagina - and external female genitalia,Cervix/fem gen anom NEC
752.51,Undescended testis,Undescended testis
752.52,Retractile testis,Retractile testis
752.61,Hypospadias,Hypospadias
752.62,Epispadias,Epispadias
752.63,Congenital chordee,Congenital chordee
752.64,Micropenis,Micropenis
752.65,Hidden penis,Hidden penis
752.69,Other penile anomalies,Penile anomalies NEC
752.7,Indeterminate sex and pseudohermaphroditism,Indeterminate sex
752.81,Scrotal transposition,Scrotal transposition
752.89,Other specified anomalies of genital organs,Genital organ anom NEC
752.9,Unspecified anomaly of genital organs,Genital organ anom NOS
753.0,Renal agenesis and dysgenesis,Renal agenesis
753.10,Cystic kidney disease - unspecified,Cystic kidney diseas NOS
753.11,Congenital single renal cyst,Congenital renal cyst
753.12,Polycystic kidney - unspecified type,Polycystic kidney NOS
753.13,Polycystic kidney - autosomal dominant,Polycyst kid-autosom dom
753.14,Polycystic kidney - autosomal recessive,Polycyst kid-autosom rec
753.15,Renal dysplasia,Renal dysplasia
753.16,Medullary cystic kidney,Medullary cystic kidney
753.17,Medullary sponge kidney,Medullary sponge kidney
753.19,Other specified cystic kidney disease,Cystic kidney diseas NEC
753.20,Unspecified obstructive defect of renal pelvis and ureter,Obs dfct ren plv&urt NOS
753.21,Congenital obstruction of ureteropelvic junction,Congen obst urtroplv jnc
753.22,Congenital obstruction of ureterovesical junction,Cong obst ureteroves jnc
753.23,Congenital ureterocele,Congenital ureterocele
753.29,Other obstructive defects of renal pelvis and ureter,Obst def ren plv&urt NEC
753.3,Other specified anomalies of kidney,Kidney anomaly NEC
753.4,Other specified anomalies of ureter,Ureteral anomaly NEC
753.5,Exstrophy of urinary bladder,Bladder exstrophy
753.6,Atresia and stenosis of urethra and bladder neck,Congen urethral stenosis
753.7,Anomalies of urachus,Anomalies of urachus
753.8,Other specified anomalies of bladder and urethra,Cystourethral anom NEC
753.9,Unspecified anomaly of urinary system,Urinary anomaly NOS
754.0,Congenital musculoskeletal deformities of skull - face - and jaw,Cong skull/face/jaw def
754.1,Congenital musculoskeletal deformities of sternocleidomastoid muscle,Congenital torticollis
754.2,Congenital musculoskeletal deformities of spine,Cong postural deformity
754.30,Congenital dislocation of hip - unilateral,Cong hip disloc - unilat
754.31,Congenital dislocation of hip - bilateral,Congen hip disloc - bilat
754.32,Congenital subluxation of hip - unilateral,Cong hip sublux - unilat
754.33,Congenital subluxation of hip - bilateral,Cong hip sublux - bilat
754.35,Congenital dislocation of one hip with subluxation of other hip,Cong hip disloc w sublux
754.40,Genu recurvatum,Cong genu recurvatum
754.41,Congenital dislocation of knee (with genu recurvatum),Cong knee dislocation
754.42,Congenital bowing of femur,Congen bowing of femur
754.43,Congenital bowing of tibia and fibula,Cong bowing tibia/fibula
754.44,Congenital bowing of unspecified long bones of leg,Cong bowing leg NOS
754.50,Talipes varus,Talipes varus
754.51,Talipes equinovarus,Talipes equinovarus
754.52,Metatarsus primus varus,Metatarsus primus varus
754.53,Metatarsus varus,Metatarsus varus
754.59,Other varus deformities of feet,Cong varus foot def NEC
754.60,Talipes valgus,Talipes valgus
754.61,Congenital pes planus,Congenital pes planus
754.62,Talipes calcaneovalgus,Talipes calcaneovalgus
754.69,Other valgus deformities of feet,Cong valgus foot def NEC
754.70,Talipes - unspecified,Talipes NOS
754.71,Talipes cavus,Talipes cavus
754.79,Other deformities of feet,Cong foot deform NEC
754.81,Pectus excavatum,Pectus excavatum
754.82,Pectus carinatum,Pectus carinatum
754.89,Other specified nonteratogenic anomalies,Nonteratogenic anom NEC
755.00,Polydactyly - unspecified digits,Polydactyly NOS
755.01,Polydactyly of fingers,Polydactyly - fingers
755.02,Polydactyly of toes,Polydactyly - toes
755.10,Syndactyly of multiple and unspecified sites,Syndactyly - multiple/NOS
755.11,Syndactyly of fingers without fusion of bone,Syndactyl fing-no fusion
755.12,Syndactyly of fingers with fusion of bone,Syndactyl fing w fusion
755.13,Syndactyly of toes without fusion of bone,Syndactyl toe-no fusion
755.14,Syndactyly of toes with fusion of bone,Syndactyl toe w fusion
755.20,Unspecified reduction deformity of upper limb,Reduc deform up limb NOS
755.21,Transverse deficiency of upper limb,Transverse defic arm
755.22,Longitudinal deficiency of upper limb - not elsewhere classified,Longitud defic arm NEC
755.23,Longitudinal deficiency - combined - involving humerus - radius - and ulna (complete or incomplete),Combin longit defic arm
755.24,Longitudinal deficiency - humeral - complete or partial (with or without distal deficiencies - incomplete),Longitudin defic humerus
755.25,Longitudinal deficiency - radioulnar - complete or partial (with or without distal deficiencies - incomplete),Longitud defic radioulna
755.26,Longitudinal deficiency - radial - complete or partial (with or without distal deficiencies - incomplete),Longitud defic radius
755.27,Longitudinal deficiency - ulnar - complete or partial (with or without distal deficiencies - incomplete),Longitudinal defic ulna
755.28,Longitudinal deficiency - carpals or metacarpals - complete or partial (with or without incomplete phalangeal deficiency),Longitudinal defic hand
755.29,Longitudinal deficiency - phalanges - complete or partial,Longitud defic phalanges
755.30,Unspecified reduction deformity of lower limb-,Reduction deform leg NOS
755.31,Transverse deficiency of lower limb,Transverse defic leg
755.32,Longitudinal deficiency of lower limb - not elsewhere classified,Longitudin defic leg NEC
755.33,Longitudinal deficiency - combined - involving femur - tibia - and fibula (complete or incomplete),Comb longitudin def leg
755.34,Longitudinal deficiency - femoral - complete or partial (with or without distal deficiencies - incomplete),Longitudinal defic femur
755.35,Longitudinal deficiency - tibiofibular - complete or partial (with or without distal deficiencies - incomplete),Tibiofibula longit defic
755.36,Longitudinal deficiency - tibia - complete or partial (with or without distal deficiencies - incomplete),Longitudinal defic tibia
755.37,Longitudinal deficiency - fibular - complete or partial (with or without distal deficiencies - incomplete),Longitudin defic fibula
755.38,Longitudinal deficiency - tarsals or metatarsals - complete or partial (with or without incomplete phalangeal deficiency),Longitudinal defic foot
755.39,Longitudinal deficiency - phalanges - complete or partial,Longitud defic phalanges
755.4,Reduction deformities - unspecified limb,Reduct deform limb NOS
755.50,Unspecified anomaly of upper limb,Upper limb anomaly NOS
755.51,Congenital deformity of clavicle,Cong deformity-clavicle
755.52,Congenital elevation of scapula,Cong elevation-scapula
755.53,Radioulnar synostosis,Radioulnar synostosis
755.54,Madelung's deformity,Madelung's deformity
755.55,Acrocephalosyndactyly,Acrocephalosyndactyly
755.56,Accessory carpal bones,Accessory carpal bones
755.57,Macrodactylia (fingers),Macrodactylia (fingers)
755.58,Cleft hand - congenital,Congenital cleft hand
755.59,Other anomalies of upper limb - including shoulder girdle,Upper limb anomaly NEC
755.60,Unspecified anomaly of lower limb,Lower limb anomaly NOS
755.61,Coxa valga - congenital,Congenital coxa valga
755.62,Coxa vara - congenital,Congenital coxa vara
755.63,Other congenital deformity of hip (joint),Cong hip deformity NEC
755.64,Congenital deformity of knee (joint),Cong knee deformity
755.65,Macrodactylia of toes,Macrodactylia of toes
755.66,Other anomalies of toes,Anomalies of toes NEC
755.67,Anomalies of foot - not elsewhere classified,Anomalies of foot NEC
755.69,Other anomalies of lower limb - including pelvic girdle,Lower limb anomaly NEC
755.8,Other specified anomalies of unspecified limb,Congen limb anomaly NEC
755.9,Unspecified anomaly of unspecified limb,Congen limb anomaly NOS
756.0,Anomalies of skull and face bones,Anomal skull/face bones
756.10,Anomaly of spine - unspecified,Anomaly of spine NOS
756.11,Spondylolysis - lumbosacral region,Lumbosacr spondylolysis
756.12,Spondylolisthesis,Spondylolisthesis
756.13,Absence of vertebra - congenital,Cong absence of vertebra
756.14,Hemivertebra,Hemivertebra
756.15,Fusion of spine (vertebra) - congenital,Congen fusion of spine
756.16,Klippel-Feil syndrome,Klippel-feil syndrome
756.17,Spina bifida occulta,Spina bifida occulta
756.19,Other anomalies of spine,Anomaly of spine NEC
756.2,Cervical rib,Cervical rib
756.3,Other anomalies of ribs and sternum,Rib & sternum anomal NEC
756.4,Chondrodystrophy,Chondrodystrophy
756.50,Congenital osteodystrophy - unspecified,Osteodystrophy NOS
756.51,Osteogenesis imperfecta,Osteogenesis imperfecta
756.52,Osteopetrosis,Osteopetrosis
756.53,Osteopoikilosis,Osteopoikilosis
756.54,Polyostotic fibrous dysplasia of bone,Polyostotic fibros dyspl
756.55,Chondroectodermal dysplasia,Chondroectoderm dysplas
756.56,Multiple epiphyseal dysplasia,Mult epiphyseal dysplas
756.59,Other osteodystrophies,Osteodystrophy NEC
756.6,Anomalies of diaphragm,Anomalies of diaphragm
756.70,Anomaly of abdominal wall - unspecified,Congn anoml abd wall NOS
756.71,Prune belly syndrome,Prune belly syndrome
756.72,Omphalocele,Omphalocele
756.73,Gastroschisis,Gastroschisis
756.79,Other congenital anomalies of abdominal wall,Congn anoml abd wall NEC
756.81,Absence of muscle and tendon,Absence of muscle/tendon
756.82,Accessory muscle,Accessory muscle
756.83,Ehlers-Danlos syndrome,Ehlers-danlos syndrome
756.89,Other specified anomalies of muscle - tendon - fascia - and connective tissue,Soft tissue anomaly NEC
756.9,Other and unspecified anomalies of musculoskeletal system,Musculoskel anom NEC/NOS
757.0,Hereditary edema of legs,Hereditary edema of legs
757.1,Ichthyosis congenita,Ichthyosis congenita
757.2,Dermatoglyphic anomalies,Dermatoglyphic anomalies
757.31,Congenital ectodermal dysplasia,Cong ectodermal dysplas
757.32,Vascular hamartomas,Vascular hamartomas
757.33,Congenital pigmentary anomalies of skin,Cong skin pigment anomal
757.39,Other specified anomalies of skin,Skin anomaly NEC
757.4,Specified anomalies of hair,Hair anomalies NEC
757.5,Specified anomalies of nails,Nail anomalies NEC
757.6,Specified congenital anomalies of breast,Cong breast anomaly NEC
757.8,Other specified anomalies of the integument,Oth integument anomalies
757.9,Unspecified congenital anomaly of the integument,Integument anomaly NOS
758.0,Down's syndrome,Down's syndrome
758.1,Patau's syndrome,Patau's syndrome
758.2,Edwards' syndrome,Edwards' syndrome
758.31,Cri-du-chat syndrome,Cri-du-chat syndrome
758.32,Velo-cardio-facial syndrome,Velo-cardio-facial synd
758.33,Other microdeletions,Microdeletions NEC
758.39,Other autosomal deletions,Autosomal deletions NEC
758.4,Balanced autosomal translocation in normal individual,Balance autosom transloc
758.5,Other conditions due to autosomal anomalies,Autosomal anomalies NEC
758.6,Gonadal dysgenesis,Gonadal dysgenesis
758.7,Klinefelter's syndrome,Klinefelter's syndrome
