Diag Code   Short Description               Long Description
75500       Polydactyly NOS                 Polydactyly, unspecified digits
75501       Polydactyly, fingers            Polydactyly of fingers
75502       Polydactyly, toes               Polydactyly of toes
75510       Syndactyly, multiple/NOS        Syndactyly of multiple and unspecified sites
75511       Syndactyl fing-no fusion        Syndactyly of fingers without fusion of bone
75512       Syndactyl fing w fusion         Syndactyly of fingers with fusion of bone
75513       Syndactyl toe-no fusion         Syndactyly of toes without fusion of bone
75514       Syndactyl toe w fusion          Syndactyly of toes with fusion of bone
75520       Reduc deform up limb NOS        Unspecified reduction deformity of upper limb
75521       Transverse defic arm            Transverse deficiency of upper limb
75522       Longitud defic arm NEC          Longitudinal deficiency of upper limb, not elsewhere classified
75523       Combin longit defic arm         Longitudinal deficiency, combined, involving humerus, radius, and ulna (complete or incomplete)
75524       Longitudin defic humerus        Longitudinal deficiency, humeral, complete or partial (with or without distal deficiencies, incomplete)
75525       Longitud defic radioulna        Longitudinal deficiency, radioulnar, complete or partial (with or without distal deficiencies, incomplete)
75526       Longitud defic radius           Longitudinal deficiency, radial, complete or partial (with or without distal deficiencies, incomplete)
75527       Longitudinal defic ulna         Longitudinal deficiency, ulnar, complete or partial (with or without distal deficiencies, incomplete)
75528       Longitudinal defic hand         Longitudinal deficiency, carpals or metacarpals, complete or partial (with or without incomplete phalangeal deficiency)
75529       Longitud defic phalanges        Longitudinal deficiency, phalanges, complete or partial
75530       Reduction deform leg NOS        Unspecified reduction deformity of lower limb,
75531       Transverse defic leg            Transverse deficiency of lower limb
75532       Longitudin defic leg NEC        Longitudinal deficiency of lower limb, not elsewhere classified
75533       Comb longitudin def leg         Longitudinal deficiency, combined, involving femur, tibia, and fibula (complete or incomplete)
75534       Longitudinal defic femur        Longitudinal deficiency, femoral, complete or partial (with or without distal deficiencies, incomplete)
75535       Tibiofibula longit defic        Longitudinal deficiency, tibiofibular, complete or partial (with or without distal deficiencies, incomplete)
75536       Longitudinal defic tibia        Longitudinal deficiency, tibia, complete or partial (with or without distal deficiencies, incomplete)
75537       Longitudin defic fibula         Longitudinal deficiency, fibular, complete or partial (with or without distal deficiencies, incomplete)
75538       Longitudinal defic foot         Longitudinal deficiency, tarsals or metatarsals, complete or partial (with or without incomplete phalangeal deficiency)
75539       Longitud defic phalanges        Longitudinal deficiency, phalanges, complete or partial
7554        Reduct deform limb NOS          Reduction deformities, unspecified limb
75550       Upper limb anomaly NOS          Unspecified anomaly of upper limb
75551       Cong deformity-clavicle         Congenital deformity of clavicle
75552       Cong elevation-scapula          Congenital elevation of scapula
75553       Radioulnar synostosis           Radioulnar synostosis
75554       Madelung's deformity            Madelung's deformity
75555       Acrocephalosyndactyly           Acrocephalosyndactyly
75556       Accessory carpal bones          Accessory carpal bones
75557       Macrodactylia (fingers)         Macrodactylia (fingers)
75558       Congenital cleft hand           Cleft hand, congenital
75559       Upper limb anomaly NEC          Other anomalies of upper limb, including shoulder girdle
75560       Lower limb anomaly NOS          Unspecified anomaly of lower limb
75561       Congenital coxa valga           Coxa valga, congenital
75562       Congenital coxa vara            Coxa vara, congenital
75563       Cong hip deformity NEC          Other congenital deformity of hip (joint)
75564       Cong knee deformity             Congenital deformity of knee (joint)
75565       Macrodactylia of toes           Macrodactylia of toes
75566       Anomalies of toes NEC           Other anomalies of toes
75567       Anomalies of foot NEC           Anomalies of foot, not elsewhere classified
75569       Lower limb anomaly NEC          Other anomalies of lower limb, including pelvic girdle
7558        Congen limb anomaly NEC         Other specified anomalies of unspecified limb
7559        Congen limb anomaly NOS         Unspecified anomaly of unspecified limb
7560        Anomal skull/face bones         Anomalies of skull and face bones
75610       Anomaly of spine NOS            Anomaly of spine, unspecified
75611       Lumbosacr spondylolysis         Spondylolysis, lumbosacral region
75612       Spondylolisthesis               Spondylolisthesis
75613       Cong absence of vertebra        Absence of vertebra, congenital
75614       Hemivertebra                    Hemivertebra
75615       Congen fusion of spine          Fusion of spine (vertebra), congenital
75616       Klippel-feil syndrome           Klippel-Feil syndrome
75617       Spina bifida occulta            Spina bifida occulta
75619       Anomaly of spine NEC            Other anomalies of spine
7562        Cervical rib                    Cervical rib
7563        Rib & sternum anomal NEC        Other anomalies of ribs and sternum
7564        Chondrodystrophy                Chondrodystrophy
75650       Osteodystrophy NOS              Congenital osteodystrophy, unspecified
75651       Osteogenesis imperfecta         Osteogenesis imperfecta
75652       Osteopetrosis                   Osteopetrosis
75653       Osteopoikilosis                 Osteopoikilosis
75654       Polyostotic fibros dyspl        Polyostotic fibrous dysplasia of bone
75655       Chondroectoderm dysplas         Chondroectodermal dysplasia
75656       Mult epiphyseal dysplas         Multiple epiphyseal dysplasia
